編號,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞教學-造詞,造詞教學1,造詞教學2,成語教學,字形辨別,字音辨別,教學圖卡
2355,103,4, 第二課  水中奇景  ,湧,湧,水,水,12,9,"1.水從下向上冒出。如：泉湧、波濤洶湧
11.上升、上騰。如：風起雲湧",湧,"解釋
水從下向上冒出。
例句
海浪拍打岩石，湧起一陣雪白的浪花，真是好看！","1.湧入
解釋
水或物體大量進入。
11.泉湧
解釋
形容事物或靈感如泉水般湧出，源源不絕。","淚如泉湧
解釋
眼淚像泉水般湧流而出。形容非常傷心。
造句
一說到傷心處，她禁不住淚如泉湧。","湧（?）： 泉湧、湧現
踴（需造字，取左偏旁）： 踴躍",不製作,不製作
2356,103,4, 第二課  水中奇景  ,捨,捨,手,手,11,8,"1.放棄、拋下。如：割捨、捨棄、捨近求遠
2.布施、給予。如：施捨、捨財
12.除開、除去。如：捨我其誰",依依不捨,"解釋
非常留戀、捨不得。
例句
畢業典禮上，同學們依依不捨的互道珍重再見。","1.捨棄
解釋
放棄、拋開。
11.施捨
解釋
將財物送人，布施恩德。","捨本逐末
解釋
指不求事物的根本大端，只重視微末小節。
造句
如果我們不充實內容，只在包裝上下功夫，就顯得捨本逐末了。",不製作,不製作,不製作
2357,103,4,第三課  大海的旋律  ,暴,暴,日,日,15,11,"1.急驟、猛烈。如：暴風、暴雨、暴飲暴食
2.殘酷凶惡。如：殘暴、暴虐、暴行
3.鼓起、突出。如：他氣得頭上的青筋都暴出來了。
13.毀壞、蹧蹋。如：暴殄天物、自暴自棄",狂暴,"解釋
狂野粗暴。
例句
被人類傷害過的大鯊魚，性情變得愈來愈狂暴。","1.暴力
解釋
激烈而強制的力量。
11.暴風
解釋
急驟強勁的風。","暴虎馮河
解釋
暴，空手搏鬥。馮，徒步渡河。暴虎馮河指空手與虎搏鬥，不靠舟船徒步過河。後比喻人有勇而無謀，冒險蠻幹。
造句
憑一時的衝動做事，無異是暴虎馮河！","暴：暴行、暴風
爆（火）：爆發、爆炸
瀑（?）：瀑布、飛瀑
曝（日）：曝晒、曝光
","暴：暴雨
暴：暴露",不製作
2358,103,4,第三課  大海的旋律  ,亢,亢,?,頭,4,2,"1.高的。如：高亢
2.高傲、強硬。如：亢直、不卑不亢
12.過甚。如：亢旱、亢奮、亢進",高亢,"解釋
態度高傲亢直或聲調、情緒高昂激動。
例句
聽我們高亢的歌聲響徹雲霄。","1.亢奮
解釋
極度興奮。
11.亢直
解釋
直道而行，不為權勢所屈。","不卑不亢
解釋
待人處事態度得體，不傲慢、不卑屈。
造句
他雖出身低微，但處事不卑不亢，令人讚許。","亢：高亢、亢進
坑（土）：沙坑、坑洞
抗（?）：反抗、抗議",不製作,不製作
2359,103,4,第三課  大海的旋律  ,男,男,田,田,7,2,"1.男性、男人。與「女」相對。如：男孩子、男女合班
11.兒子。如：長男",男孩,"解釋
多指年輕未婚男子而言。
例句
男孩們成群的圍著火堆唱歌。","1.男校
解釋
專收男學生的學校。
11.男士
解釋
對男子的敬稱。",不製作,不製作,不製作,是
2360,103,4,第三課  大海的旋律  ,玫,玫,玉,玉,8,4,植物名。薔薇科薔薇屬，直立灌木。葉呈橢圓形或倒卵形，邊緣呈鋸齒狀，枝密生有剛毛及刺，花有紅、黃、白等色，果實呈扁球形。可供觀賞、製造香水等。 如：玫瑰,玫瑰,"解釋
植物名。薔薇科薔薇屬，直立灌木。葉呈橢圓形或倒卵形，邊緣呈鋸齒狀，枝密生有剛毛及刺，花有紅、黃、白等色，果實呈扁球形。可供觀賞、製造香水等。
例句
牆上糊著玫瑰圖案的壁紙，看起來很浪漫！","玫瑰花
解釋
玫瑰所開的花。有單瓣與重瓣之分，花色因品種不同而有紅、粉紅、黃、白等多種顏色。
",不製作,不製作,不製作,不製作
2361,103,4,第三課  大海的旋律  ,瑰,瑰,玉,玉,14,10,"1.質地僅次於玉的美石。如：瓊瑰
11.奇偉的、珍奇的。如：瑰麗、瑰寶",玫瑰,"解釋
植物名。薔薇科薔薇屬，直立灌木。葉呈橢圓形或倒卵形，邊緣呈鋸齒狀，枝密生有剛毛及刺，花有紅、黃、白等色，果實呈扁球形。可供觀賞、製造香水等。
例句
牆上糊著玫瑰圖案的壁紙，看起來很浪漫！","1.瑰麗
解釋
珍奇美好。
11.瑰寶
解釋
稀有珍貴的寶物。",不製作,"瑰（王）：瑰麗、瑰寶
塊（土）：石塊、冰塊
魂（云）：魂魄、靈魂
魄（白）：魄力、體魄",不製作,不製作
2362,103,4,第三課  大海的旋律  ,薔,薔,艸,艸,17,13,植物名。薔薇科薔薇屬，常綠或落葉灌木。枝幹多刺，葉為奇數羽狀複葉，邊緣有鋸齒。花朵為兩性花，有紅、白、黃等色，富有香氣。可作觀賞用，亦可加工製作薔薇油和薔薇露。如：薔薇,薔薇,"解釋
植物名。薔薇科薔薇屬，常綠或落葉灌木。枝幹多刺，葉為奇數羽狀複葉，邊緣有鋸齒。花朵為兩性花，有紅、白、黃等色，富有香氣。可作觀賞用，亦可加工製作薔薇油和薔薇露。
例句
他正在細數著這朵薔薇的花瓣。",不製作,不製作,不製作,不製作,不製作
2363,103,4,第三課  大海的旋律  ,薇,薇,艸,艸,17,13,植物名。薇科薇屬，多年生草本。高約一公尺，葉由地下根莖叢生，幼嫩時可供食用，葉上生孢子囊，多生於山野向陽草地。如：薔薇,薔薇,"解釋
植物名。薔薇科薔薇屬，常綠或落葉灌木。枝幹多刺，葉為奇數羽狀複葉，邊緣有鋸齒。花朵為兩性花，有紅、白、黃等色，富有香氣。可作觀賞用，亦可加工製作薔薇油和薔薇露。
例句
他正在細數著這朵薔薇的花瓣。",不製作,不製作,不製作,不製作,不製作
2364,103,4,第三課  大海的旋律  ,柔,柔,木,木,9,5,"1.軟。如：柔軟、柔嫩
2.溫和而不強烈的。與「剛」相對。如：柔和、柔順、溫柔
12.安撫，使人順從。如：以德柔人",柔,"解釋
軟。
例句
他獨自在雨中漫步，幻想自己在柔柔細雨中輕歌曼舞。","1.輕柔
解釋
輕細柔和。
11.柔弱
解釋
軟弱、不剛強。","優柔寡斷
解釋
行事猶豫不決，不能當機立斷。
造句
他生性膽小懦弱，遇事優柔寡斷，實不足以擔當大任。",不製作,不製作,不製作
2365,103,4,第三課  大海的旋律  ,漩,漩,水,水,14,11,旋轉的水流。如：漩渦,漩渦,"解釋
1.水流迴旋轉動的低凹處。
2.比喻糾紛麻煩。
例句
1.夏天到溪流游泳，要特別小心避開漩渦。
2.做事要謹言慎行，別掉入漩渦中無法自拔。",不製作,不製作,不製作,不製作,不製作
2366,103,4,第三課  大海的旋律  ,渦,渦,水,水,12,9,"1.旋轉流動成圓形而中間凹陷的水流。如：漩渦
11.像渦樣的凹處。如：酒渦",漩渦,"解釋
1.水流迴旋轉動的低凹處。
2.比喻糾紛麻煩。
例句
1.夏天到溪流游泳，要特別小心避開漩渦。
2.做事要謹言慎行，別掉入漩渦中無法自拔。","渦輪
解釋
藉流體通過的衝擊力或反作用力而旋轉的機械裝置或發動機。",不製作,"渦（?）：漩渦、渦輪
鍋（金）：飯鍋、鍋蓋
窩（需造字，取上半部）：被窩、蜂窩",不製作,不製作
2367,103,4,第三課  大海的旋律  ,仰,仰,人,人,6,4,"1.抬頭，臉向上看。與「俯」相對。如：仰首、仰望、仰天長嘯
2.敬慕。如：景仰、敬仰、仰慕
12.依賴。如：仰賴、仰仗、仰人鼻息",仰游,"解釋
游泳姿勢之一。因身體仰臥水面，所以稱為仰泳。
例句
這位年輕的游泳選手，刷新了仰泳的世界紀錄。","1.久仰
解釋
仰慕已久。初次見面時的客套話。
11.仰慕
解釋
敬佩愛慕。","仰人鼻息
解釋
比喻依靠他人生活或看別人的臉色行事，不能自主。
造句
他現在在公司的職位低，處處仰人鼻息，但是他有信心將來一定能成就大事業。",不製作,不製作,是
2368,103,4,第三課  大海的旋律  ,托,托,手,手,6,3,"1.用手掌或其他物體承舉。如：托腮、托著茶盤
2.承受東西的座子。如：槍托、花托、茶托
3.用手向上推舉。如：托球
13.陪襯。如：襯托、烘托",托,"解釋
用手掌或其他物體承舉。
例句
護理人員小心的用雙手，托著他的頭部。","1.摩托車
解釋
以汽油引擎驅動行駛的交通工具，通常為兩輪。
11.烘托
解釋
從周圍或旁邊渲染，使主體或重點更加顯明。","烘雲托月
解釋
繪畫時渲染雲彩，用以烘托月亮。後比喻不從正面描繪，而從側面點染以烘托出所欲表現的重點。
造句
他擅長以烘雲托月的手法，來塑造小說人物的個性。","托（?）：襯托、托球
託（言）：寄託、託付
拖：拖延、拖車",不製作,不製作
2369,103,4,第三課  大海的旋律  ,催,催,人,人,13,11,促使。如：催生、催促,催眠曲,"解釋
使嬰兒入睡所唱的歌曲。曲調柔和、舒緩，具有催眠的作用。亦稱為「搖籃歌」。
例句
母親陪伴嬰兒睡覺時，常說故事或哼催眠曲。","1.催討
解釋
催促討取。
11.催促
解釋
促使他人動作加快。",不製作,不製作,不製作,不製作
2370,103,4,第三課  大海的旋律  ,眠,眠,目,目,10,5,"1.睡覺。如：安眠、睡眠、失眠
11.昆蟲或動物因蛻皮或入冬後藏伏起來，不動不食的現象。如：蠶眠、冬眠",催眠曲,"解釋
使嬰兒入睡所唱的歌曲。曲調柔和、舒緩，具有催眠的作用。亦稱為「搖籃歌」。
例句
母親陪伴嬰兒睡覺時，常說故事或哼催眠曲。","1.失眠
解釋
夜間不能安眠。
11.冬眠
解釋
某些動物為度過嚴寒的氣候，於冬天時不吃不動，減少脂肪消耗量，以適應惡劣生活環境的現象。如：蛙、蝙蝠、龜、蛇等，皆有冬眠的習性。",不製作,不製作,不製作,不製作
2371,103,4,第三課  大海的旋律  ,遍,遍,?,綽,13,9,"1.全部、到處。如：滿山遍野、遍地黃花
11.量詞。計算動作頭尾經歷的單位。如：朗誦課文三遍",一遍,"解釋
一次。
例句
我已解釋了一遍又一遍，儘管如此，他們還是不明白。","1.普遍
解釋
廣泛存在的、具共同性質的。
11.遍地
解釋
到處、處處。","有理走遍天下
解釋
合理的行為到處都行得通。
造句
我有理走遍天下，不怕他故意刁難。",不製作,不製作,不製作
2372,103,4,第四課  海底世界  ,達,達,?,綽,13,9,"1.通。如：直達車、四通八達
2.到。如：抵達、到達
3.實現、完成。如：達成願望
4.表明。如：詞不達意
5.告知。如：傳達、轉達
6.顯達、顯貴。如：達官貴人
7.常行不變的。如：達德、達道
17.豁達、通達。如：達人、達見",高達,"解釋
數字到某一程度。
例句
操場上正展示著一尊高達三層樓的模型，格外引人注目。","1.達成
解釋
做到、完成。
11.下達
解釋
向下級發布傳達命令、指示等。","通情達理
解釋
說話、做事合情合理。
造句
他的做法非常通情達理，讓我們都心服口服，再也不堅持了。",不製作,不製作,不製作
2373,103,4,第四課  海底世界  ,粼,粼,米,米,14,8,形容水、石明澈的樣子。如：粼粼,波光粼粼,"解釋
波光閃動的樣子。
例句
在陽光的照耀之下，湖面波光粼粼，真是美麗。","粼粼
解釋
形容水、石明澈的樣子。
",不製作,"粼（需造字，取右偏旁）：粼粼
鄰（?）：鄰居、緊鄰
憐（?）：憐惜、悲憐
麟（鹿）：鳳毛麟角",不製作,是
2374,103,4,第四課  海底世界  ,濤,濤,水,水,17,14,"1.大波浪。如：驚濤駭浪、波濤洶湧
11.像波濤的聲音。如：松濤",波濤洶湧,"解釋
形容波浪很大。
例句
他所駕駛的小船，正在波濤洶湧的海面上奮勇前進。","1.浪濤
解釋
巨大的波浪。
11.松濤
解釋
風吹松樹所發出像波濤般的聲音。","驚濤駭浪
解釋
比喻險惡的環境。
造句
由於家人們的同心協力，這個家庭終於克服難關，渡過這場驚濤駭浪。",不製作,不製作,是
2375,103,4,第四課  海底世界  ,洶,洶,水,水,9,6,"1.水猛烈向上騰湧的樣子。如：波濤洶湧
11.形容聲勢盛大。如：洶湧",波濤洶湧,"解釋
形容波浪很大。
例句
他所駕駛的小船，正在波濤洶湧的海面上奮勇前進。","1.洶洶
解釋
形容氣勢盛大猛烈的樣子。
11.洶湧
解釋
形容聲勢盛大。","暗潮洶湧
解釋
比喻暗中發展而尚未顯露出來的巨大勢力。
造句
這一波人事升遷，使得機關裡暗潮洶湧，大家都極力爭取出線的機會。","洶（?）：暗潮洶湧
胸（?）：胸懷、胸口",不製作,是
2376,103,4,第四課  海底世界  ,尺,尺,尸,尸,4,1,"1.量詞。計算長度的單位。一公尺等於一百公分。如：公尺
2.量長度的器具。如：皮尺、鐵尺
12.像尺的條狀物。如：鎮尺、戒尺",公尺,"解釋
量詞。計算長度的單位。公制一公尺等於一百公分。
例句
我們參加四百公尺的接力賽，贏得冠軍。","1.尺度
解釋
既定的範圍或標準。
11.垂涎三尺
解釋
形容非常嘴饞、想吃。","咫尺天涯
解釋
比喻相距雖近，卻有如相隔天涯一般，無緣相見。
造句
我們雖然是鄰居，卻因各忙各的，很少見面，真可謂咫尺天涯。",不製作,不製作,不製作
2377,103,4,第四課  海底世界  ,態,態,心,心,14,10,事物的情狀。如：事態、形態、姿態,生態環境,"解釋
地球上的各種生物彼此會相互影響，而生物和環境之間也會發生相互作用，這些現象所構成的環境即稱為「生態環境」。
例句
文明社會的各種汙染，導致生態環境日益惡化，也影響了人類的生存空間。","1.動態
解釋
情勢變遷的發展狀態。
11.心態
解釋
想法、看法。","儀態萬千
解釋
形容女子的容貌風度非常優美。
造句
這位名模舉手投足間儀態萬千，令人不忍移開目光。","態（心）：態度、表態
熊（?）：北極熊",不製作,不製作
2378,103,4,第四課  海底世界  ,境,境,土,土,14,11,"1.疆界。如：邊境、國境
2.情況、光景。如：順境、逆境、家境
3.地方、區域。如：仙境、勝境、幽境
13.程度、地步。如：學無止境、已臻化境",生態環境,"解釋
地球上的各種生物彼此會相互影響，而生物和環境之間也會發生相互作用，這些現象所構成的環境即稱為「生態環境」。
例句
文明社會的各種汙染，導致生態環境日益惡化，也影響了人類的生存空間。","1.逆境
解釋
不順利的境遇。
11.過境
解釋
經過一國國境而不入關，待轉至他國，稱為「過境」。","漸入佳境
解釋
比喻情況逐漸好轉或發展至更好的境地。
造句
他喜歡倒吃甘蔗，享受漸入佳境的感覺。","境（需造字，取左偏旁）：邊境、境地
鏡（?）：借鏡、眼鏡
竟（?）：竟然、畢竟",不製作,不製作
2379,103,4,第四課  海底世界  ,凹,凹,凵,凵,5,3,低於周圍而陷下或縮入。與「凸」相對。如：凹地、凹陷、凹透鏡,凹下,"解釋
向下陷進去。
例句
因超抽地下水，導致地層嚴重凹下、房屋傾斜，長久下去，很有可能危害生命財產。","1.低凹
解釋
低下凹陷。
11.凹透鏡
解釋
中央薄、周圍較厚的透鏡。",不製作,不製作,不製作,不製作
2380,103,4,第四課  海底世界  ,溝,溝,水,水,13,10,"1.水道、凹槽。如：田溝、溝渠、溝壑
11.挖通、疏通。如：溝通",深溝,"解釋
很深的水道。
例句
巡守隊員開車巡視山區時，不小心衝入深溝翻覆，情況非常危急。","1.山溝
解釋
兩山間低窪而狹窄的地方。
11.海溝
解釋
大洋邊緣的溝狀深海。常與大陸邊緣平行，一般深度在八千公尺以上，長數千公里，寬數十公里，為海洋最深的部分。如：太平洋 馬里亞納海溝。","陰溝裡翻船
解釋
事情的演變出乎意料之外。
造句
眼看這件計畫馬上可完成，沒想到陰溝裡翻船，前功盡棄。","溝（?）：水溝、溝通
購（?）：購買、採購
構（?）：架構、構成",不製作,不製作
2381,103,4,第四課  海底世界  ,資,資,貝,貝,13,6,"1.財貨、本錢。如：資金、物資、資源
2.費用。如：工資、車資
3.年齡、學歷、經歷等身分條件。如：年資、資格
4.稟賦、才智。如：資質、天資
5.供給、幫助。如：資敵、以資參考
15.資本家的簡稱。如：資方、勞資合作",資源,"解釋
可資利用的自然物質或人力。
例句
地球上的資源有限，我們要愛惜並節約能源。","1.水資源
解釋
水中可供利用的物資和能源。
11.天然資源
解釋
地球上天然產生的資源。如：森林、石油、水力、風力。",不製作,"資（次）：資料、天資
質（需造字，取上半部）：質料、質疑
賀（加）：慶賀、賀年
貿（需造字，取上半部）：貿易、貿然",不製作,不製作
2382,103,4,第四課  海底世界  ,蘊,蘊,艸,艸,20,16,"1.積聚、包含。如：蘊含、蘊藏
11.事理精奧的地方。如：精蘊、底蘊",蘊藏,"解釋
積藏。
例句
這座山脈蘊藏了大量的玉石。","1.蘊含
解釋
蘊藏包含。
11.蘊藉
解釋
包含而不顯露出來。",不製作,不製作,不製作,不製作
2383,103,4,第四課  海底世界  ,煤,煤,火,火,13,9,古代植物埋於地層中變質而成的礦物質。主要成分為碳、氫、氧和氮。色黑、質堅。按形成階段和碳化強度的不同，主要可分為泥煤、褐煤、煙煤、無煙煤四種。可當作燃料或化學原料。,煤,"解釋
古代植物埋於地層中變質而成的礦物質。主要成分為碳、氫、氧和氮。色黑、質堅。按形成階段和碳化強度的不同，主要可分為泥煤、褐煤、煙煤、無煙煤四種。可當作燃料或化學原料。
例句
九份山城原是一個開採煤礦的城市，稀疏的房舍散落在山的各個角落。","1.煤炭
解釋
一種可供燃燒的黑褐色礦物。
11.煤油
解釋
由石油中分餾出來揮發性較汽油低的燃料用油。無色，可供照明及當溶劑用。",不製作,"煤（需造字，取左偏旁）：煤炭、煤礦
媒（?）：媒介、媒人",不製作,不製作
2384,103,4,第四課  海底世界  ,礦,礦,石,石,20,15,天然產出的均質固體，一般經由無機作用生成，具有規則性的內部構造，及特定範圍的化學成分及物理特性。如：煤礦、鐵礦,礦物質,"解釋
含礦物成分的物質。在人體中約有鈣、磷、鐵等二十餘種礦物質，主要功能為構造細胞組織、調節生理機能。
例句
植物從泥土中吸收礦物質和其他養分。","1.礦工
解釋
以採礦為業的工人。
11.採礦
解釋
以人力或機械方式開採地殼中或露在地表的礦物。",不製作,不製作,不製作,不製作
2385,103,4,第四課  海底世界  ,質,質,貝,貝,15,8,"1.事物的根本特性。如：本質、特質、流質
2.人的天性稟賦。如：資質、氣質
3.樸實的本性。如：質樸、文質彬彬
13.詢問。如：質問、質詢、質疑",礦物質,"解釋
含礦物成分的物質。在人體中約有鈣、磷、鐵等二十餘種礦物質，主要功能為構造細胞組織、調節生理機能。
例句
植物從泥土中吸收礦物質和其他養分。","1.地質
解釋
泛指地殼中岩石或礦物的種類、性質、成分、分布和結構。
11.流質
解釋
液狀的物質。","文質彬彬
解釋
容人舉止文雅，態度端莊。
造句
看他文質彬彬，談吐不俗，是一位有為的年輕人。",不製作,不製作,不製作
2386,103,4,第四課  海底世界  ,鹼,鹼,鹵,鹵,24,13,"1.化學上指在水溶液中進行電解時，能產生氫氧根的化合物。鹼性溶液以石蕊試紙試之呈藍色。 如：鹼性
11.一種主要成分為鈉及鉀的氫氧化物及碳酸鹽的化學物質。性滑而味鹹澀，可用來清潔、去漬，為製造肥皂、玻璃等的原料。如：鹼皂",鹼性,"解釋
化學物質在水溶液中可解離出氫氧根的性質，能使紅色石蕊試紙變成藍色。亦指可供給電子或接受氫離子的化學性質。
例句
肥皂是由鹼性的化學物質製造而成的。","1.酸鹼度
解釋
指氫離子濃度對數的負值。通常寫作PH值。
11.古柯鹼
解釋
自古柯樹葉中提煉出的苦味生物鹼。為無色或白色結晶性粉末，易溶於水。組織穿透力強，可用作局部麻醉劑及興奮劑，但用量過多時容易上癮而引起中毒。",不製作,"鹼（需造字，取右偏旁）：煤炭、煤礦
鹹（咸）：媒介、媒人",不製作,不製作
2387,103,4,第五課  老榕樹下讀報紙,驗,驗,馬,馬,23,13,"1.證明、證據。如：驗證
2.功效。如：效驗、靈驗、應驗
3.察看、檢查。如：驗血、驗屍
13.考查、審核。如：測驗、考驗。",經驗,"解釋
親自實踐而得的知識或技能。
例句
他是一位經驗豐富的登山嚮導。","1.考驗
解釋
考察、試驗。
11.測驗
解釋
以一定標準測量能力或成績。",不製作,"驗（馬）：經驗、實驗
臉（  左邊要造字  ）：臉蛋、臉型
檢（木）：檢查、檢驗",不製作,不製作
2388,103,4,第五課  老榕樹下讀報紙,椅,椅,木,木,12,8,"有靠背的坐具。如：藤椅、躺椅、搖椅
",石椅,"解釋
用石頭做成的椅子。
例句
在正式比賽前，請選手們先坐在石椅上休息。","1.輪椅
解釋
裝有輪子的椅子，供病患或行動不便的人使用。
11.躺椅
解釋
一種靠背較長且向後傾斜，可供人斜躺的椅子。",不製作,"椅（木）：椅子、躺椅
騎（馬）：騎車、坐騎
倚（?）：倚靠、倚賴
綺（?）：綺麗、綺羅
崎（山）：崎嶇",不製作,是
2389,103,4,第五課  老榕樹下讀報紙,眾,眾,目,目,11,6,"1.許多的人。如：群眾、觀眾、眾叛親離
11.數量多。與「寡」相對。如：眾多、眾人、眾說紛紜",聽眾,"解釋
聆聽演說、演唱或廣播的群眾。
例句
這場演講，聽眾多達三百人。","1.觀眾
解釋
觀看表演或比賽的人。
11.群眾
解釋
人民大眾。","眾志成城
解釋
比喻眾人一心，堅固如城。
造句
只要大家同心協力，眾志成城，一定能克服眼前的困難。",不製作,不製作,不製作
2390,103,4,第五課  老榕樹下讀報紙,蹲,蹲,足,足,19,12,"彎曲兩腿，臀部虛坐而不著地。如：蹲在地上
",蹲,"解釋
彎曲兩腿，臀部虛坐而不著地。
例句
小朋友看到小貓咪，常會蹲下來和牠玩。","1.蹲坐
解釋
曲膝而坐。
11.蹲俯
解釋
蹲下身體向前傾。",不製作,不製作,不製作,不製作
2391,103,4,第五課  老榕樹下讀報紙,圍,圍,囗,囗,12,9,"1.環繞、包攏困住。如：圍繞、包圍、圍攻
2.四周、周邊的大小長度。如：周圍、外圍
12.遮蔽用的布類。如：床圍、轎圍",圍住,"解釋
包圍。
例句
大家把班長圍住，不知道到底是發生了什麼事情？","1.包圍
解釋
由四面八方圍住。
11.外圍
解釋
圍繞於事物中心四周的部分。",不製作,"圍（囗）：周圍、包圍
偉（?）：偉大、偉人
違（?）：違規、違反
緯（?）：緯度、經緯
葦（?）：蘆葦",不製作,不製作
2392,103,4,第五課  老榕樹下讀報紙,導,導,寸,寸,16,13,"1.帶領、指引。如：引導、導航
2.教育、啟發。如：指導、開導
12.傳送。如：導電、導熱",報導,"解釋
透過報紙、雜誌、廣播等傳播媒體將新聞告知大眾。
例句
這則新聞報導希望提醒大家，不要隨便接受陌生人的食物，因為人心險惡，還是要小心一點比較好。","1.導讀
解釋
指導閱讀。
11.領導
解釋
統率、引導。","因勢利導
解釋
順著事物發展的趨勢，朝有利的方向引導。
造句
他們都很優秀，我不過就各人專長，因勢利導而已。",不製作,不製作,不製作
2393,103,4,第五課  老榕樹下讀報紙,兄,兄,儿,儿,5,3,"1.用以稱男子同胞中先出生者。如：兄長、長兄如父
2.用以尊稱同輩中比自己年紀大的男性。如：表兄、堂兄
12.朋友間相互的敬稱。如：老兄、仁兄",兄妹,"解釋
哥哥和妹妹。
例句
他們兄妹倆相差八歲。","1.兄弟
解釋
男子同胞先出生的為兄，後出生的為弟。
11.堂兄
解釋
稱謂。用來稱呼伯叔的兒子中年歲比自己大者。","四海之內皆兄弟
解釋
全天下的人都親如兄弟。
造句
我們歡迎來自各國的友人，因為四海之內皆兄弟。",不製作,不製作,不製作
2394,103,4,第五課  老榕樹下讀報紙,棒,棒,木,木,12,8,"1.木棍。如：木棒、球棒
2.棒狀的長條物。如：冰棒、電棒
3.形容技術高、能力強。如：他的書法寫得真棒！
4.用棍子打。如：當頭棒喝
14.工作的傳承或責任的替換。如：交棒、接棒人",棒球隊,"解釋
因棒球運動而組成的團隊。
例句
今年棒球隊的比賽成績優異，揚名海外。","1.棍棒
解釋
棍子與棒子。
11.少棒
解釋
由年滿九歲到十二歲的兒童所參加的棒球運動，稱為「少棒」。每場比賽六局，壘距較短，球棒較輕，不同於青棒或成棒。","當頭棒喝
解釋
比喻使人立即醒悟的警示。
造句
你這番話猶如當頭棒喝，震醒宛如睡夢中的我。",不製作,不製作,不製作
2395,103,4,第五課  老榕樹下讀報紙,配,配,酉,酉,10,3,"1.男女婚嫁。如：許配、婚配
2.妻子。如：元配、繼配
3.依適當的標準或比例，加以調和或拼製。如：配藥、配色、配眼鏡
4.分發、安排。如：支配、分配、配給
5.流放罪人到遠方。如：發配、刺配
6.陪襯、襯托的。如：配角、配飾
16.適合、夠得上。如：以他在學業上突出的表現，的確配稱為資優生。",配合,"解釋
搭配。
例句
配合每週一次的兒童朝會，我們會進行服裝儀容檢查。","1.配件
解釋
搭配主要用品使用的附件。
11.分配
解釋
分攤、調配。",不製作,不製作,不製作,不製作
2396,103,4,第五課  老榕樹下讀報紙,考,考,老,老,6,0,"1.高壽、長壽。如：壽考
2.稱死去的父親。如：先考、如喪考妣
3.測驗。如：考試、考驗、考照
4.考試的簡稱。如：段考、模擬考
5.稽核、檢查。如：考查、考核、考勤
15.探究、研究。如：考古、考據、生平不可考",思考,"解釋
思索、考慮。
例句
經過思考後，小弟弟決定將雨傘放在傘架上，以免弄溼地板。","1.考慮
解釋
思量、斟酌。
11.參考
解釋
查證有關材料來幫助研究和了解。","如喪考妣
解釋
比喻悲痛至極。
造句
你只不過被偷了一部電腦，何必哭得如喪考妣般呢？","考（下方部件要造字    ）：考試、考慮
老（匕）：老師、老虎
孝（子）：孝順、忠孝
者（日）：長者、記者",不製作,不製作
2397,103,4,第五課  老榕樹下讀報紙,播,播,手,手,15,12,"1.撒布種子。如：播種
2.宣揚、傳布。如：傳播、散播謠言
12.傳送、放送。如：轉播、衛星直播、歌曲點播",播報,"解釋
利用擴音器、收音機或電視機傳送聲音、影像的報導方式。
例句
在體育新聞之後，主播往往會接著播報氣象。","1.播放
解釋
利用擴音器、收音機或電視機、電腦等媒介傳送聲音、影像。
11.播映
解釋
通常指電影或電視節目的播放。","聲名遠播
解釋
聲望名譽流傳甚廣。
造句
他因榮獲「諾貝爾獎」而聲名遠播。","播（?）：播送、主播
翻（羽）：翻滾、打翻
潘（?）：潘安再世",不製作,不製作
2398,103,4,第五課  老榕樹下讀報紙,譯,譯,言,言,20,13,"將一種語言文字，轉換為另一種語言文字。如：音譯、義譯、翻譯
",翻譯,"解釋
將某種語言文字用另外一種語言文字表達。
例句
姐姐找到一份有關翻譯的工作。","1.譯者
解釋
翻譯著作的人。
11.譯本
解釋
將一種語言寫成的書籍翻譯成另一種語言後，所得的版本。",不製作,"譯（言）：翻譯、譯者
擇（?）：選擇、擇期
澤（?）：沼澤、光澤",不製作,不製作
2399,103,4,第五課  老榕樹下讀報紙,言,言,言,言,7,0,"1.說、講。如：難言之隱、大言不慚、苦不堪言
2.所說的話。如：有言在先、忠言逆耳、人言可畏
12.漢語的一個字稱一言。如：七言詩、五言絕句",語言,"解釋
人類用嘴說出來的話，由語音、語彙和語法所組成，是表達情意、傳遞思想的重要工具。
例句
語言是我們溝通最直接的方式。","1.名言
解釋
有價值、著名的言論。
11.發言
解釋
表達意見、發表言論。","一言難盡
解釋
事情非常複雜，無法用簡單的話把它說得清楚。
造句
經過多年的努力，他終於得到比賽冠軍，他的心情真是一言難盡。",不製作,不製作,不製作
